"Grad.Month","Grad.Year","My..Conn","Job.Title","Current.City","Current.State","Home.Country","Gender","Major1","Major2","Major3","Minor1","Minor2","Minor3","Certificate1","Certificate2","Certificate3"
"Dec",2018,1,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,"Entrepreneurial Management",NA,NA
"May",2018,1,"Data Analyst","Cedar Rapids","IA","UNITED STATES","Male","Business Analytics",NA,NA,"Economics",NA,NA,NA,NA,NA
"May",2018,1,"Network Technician","Cedar Rapids","IA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Risk Assurance Associate","Chicago","IL","UNITED STATES","Female","Business Analytics","Management (Human Resource Management)",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Associate Client Consultant","Dubuque","IA","UNITED STATES","Male","Marketing (Marketing Analytics)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"Data Analyst Intern","Redmond","WA","CHINA","Female","Business Analytics","Accounting",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Technology Risk Advisory Staff","Des Moines","IA","UNITED STATES","Female","Business Analytics","Marketing (Marketing Analytics)",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Domestic Support Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,"International Business",NA,NA
"Dec",2018,1,"Audit Associate","Dubuque","IA","UNITED STATES","Female","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Agile Delivery Lead","Des Moines","IA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Business Intelligence and Analytics Specialist","Des Moines","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Pricing Analyst","Eden Prarie","MN","UNITED STATES","Male","Finance","Business Analytics",NA,"Psychology",NA,NA,NA,NA,NA
"May",2018,1,"Analyst, Data Strategy","Chicago","IL","UNITED STATES","Male","Information Systems",NA,NA,"Sport and Recreation Management",NA,NA,NA,NA,NA
"May",2018,1,"Business Analyst","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,"International Business",NA,NA
"Dec",2018,1,"MQM Candidate","Raleigh-Durham","NC","UNITED STATES","Female","Business Analytics","Management (Human Resource Management)",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Risk Assurance Experienced Associate","Minneapolis","MN","UNITED STATES","Male","Accounting","Information Systems",NA,NA,NA,NA,NA,NA,NA
"Aug",2018,1,"Analytics Development Program","Moline","IL","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"M.S. Computer Information Systesm","Boston","MA","CHINA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,NA,NA,NA,"CHINA","Female","Information Systems","Economics (Business)",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Data Scientist","Rochester","MN","UNITED STATES","Male","Business Analytics","Economics (Analytical)",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Applied Analytics Associate","New York","NY","UNITED STATES","Male","Business Analytics","Marketing",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Infrastructure Engineer","West Des Moines","IA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Analyst","Fort Collins","CO","UNITED STATES","Female","Information Systems",NA,NA,"Computer Science",NA,NA,NA,NA,NA
"Dec",2018,1,"Software Engineer","Shanghai","China","CHINA","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Account Executive, Innovation","Chicago","IL","UNITED STATES","Female","Marketing","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Market Analyst","Bolingbrook","IL","UNITED STATES","Female","Business Analytics","Marketing (Marketing Management)",NA,"Global Health Studies",NA,NA,NA,NA,NA
"May",2018,1,"Technology Development Associate","Des Moines","IA","UNITED STATES","Female","Finance","Information Systems",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Business Analyst","Chicago","IL","UNITED STATES","Female","Marketing","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"IT Leadership Development Program (Data Analyst)","Minneapolis","MN","UNITED STATES","Female","Management (Human Resource Management)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Data Analyst","Des Moines","IA","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"ISG Demand Planning Senior Analyst","Austin","TX","MALAYSIA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"ETL Developer","Des Moines","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,"Sustainability Program",NA,NA
"May",2018,1,"Data Marketing Analyst","San Francisco","CA","SOUTH KOREA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"MS Candidate in Business Analytics","Waltham","MA","CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"QA Analyst - Reporting / Business Intelligence","Chicago","IL","UNITED STATES","Female","Business Analytics","Economics (Analytical)",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Google Analytics Specialist","Franktown","CO","UNITED STATES","Female","Marketing (Marketing Analytics)","Business Analytics",NA,"Mass Communication",NA,NA,NA,NA,NA
"Dec",2018,1,"Analyst, Data Reporting and Analytics","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Digital Risk Solutions Experienced Associate","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,"Spanish",NA,NA,NA,NA,NA
"May",2018,1,"Information Technology Internal Auditor","Denver","CO","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,"Leadership Studies",NA,NA
"May",2018,1,"Systems Engineering Associate","Seattle","WA","UNITED STATES","Female","Information Systems","Computer Science",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Sales Business Analyst","Northfield","IL","UNITED STATES","Male","Business Analytics",NA,NA,"Spanish",NA,NA,NA,NA,NA
"May",2018,1,"Technical Sales Engineer","Cedar Rapids","IA","UNITED STATES","Male","Business Analytics","Marketing",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Senior Technology Analyst","Chicago","IL","UNITED STATES","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Financial Analyst","Kansas City","MO","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Business Intelligence Consultant","Denver","CO","UNITED STATES","Male","Information Systems",NA,NA,"Military Science",NA,NA,NA,NA,NA
"Dec",2018,1,"Technology Analyst","Chicago","IL","UNITED STATES","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Strategic Initiative Analyst","Northbrook","IL","UNITED STATES","Female","Information Systems","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Technology Senior Analyst, CSPO","Chicago","IL","UNITED STATES","Female","Information Systems","Political Science",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Associate Data Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Senior Solution Engineer","Naperville","IL","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Graduate Student","Sydney","Australia","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Risk Advisory Services","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,"Spanish",NA,NA,NA,NA,NA
"May",2018,1,"FSO IT Risk Advisory Staff","Des Moines","IA","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"System Architect I","Itasca","IL","UNITED STATES","Male","Information Systems",NA,NA,"German",NA,NA,NA,NA,NA
"May",2018,1,"Technical Recruiter","Cedar Rapids","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"Senior Data Scientist","San Francisco","CA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"Applications Systems Analyst","Shaumburg","IL","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Business Analyst","Cedar Rapids","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"Technology Analyst","Chicago","IL","UNITED STATES","Male","Information Systems",NA,NA,"Business Administration",NA,NA,NA,NA,NA
"Dec",2018,1,"Analytics & Insights Associate","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Financial Analyst","Toledo","OH","UNITED STATES","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Aug",2018,1,"Information Systems Project Coordinator","Northbrook","IL","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Head of Growth","Denver","CO","UNITED STATES","Male","Information Systems","Finance",NA,NA,NA,NA,"Entrepreneurial Management",NA,NA
"May",2018,1,"Crew212 Recruiter","Des Moines","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Market Research Analyst","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,"Philosophy",NA,NA,NA,NA,NA
"Dec",2018,1,"MBA Student","Whitewater","WI","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Senior Benefits Analyst","Chicago","IL","UNITED STATES","Female","Business Analytics","Marketing (Marketing Management)",NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"IT EDP Infrastructure Analyst","Moline","IL","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"Database Administrator","West Des Moines","IA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,"Entrepreneurial Management",NA,NA
"May",2018,1,"MS in Information Systems","College Park","MD","CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"IT Security Analyst","Moline","IL","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,NA,"Houston","TX","CHINA","Female","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"FSO Advisory Consultant","Des Moines","IA","UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2018,1,"Graduate Teaching Assistant","St. Louis","MO","CHINA","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Accountant ","Des Moines","IA","SOUTH KOREA","Male","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,NA,NA,NA,"CHINA","Male","Mathematics (Program C)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Research and Teaching Assistant","Iowa City","IA","CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,"Large Data Analysis",NA,NA
"Dec",2018,1,"M.S. student","Brisbane","Australia","SOUTH KOREA","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Business Intelligence Analyst","Iowa City","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Operations and Business Development Analyst","Selangor","Malaysia","MALAYSIA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,1,"Infrastructure Engineer","Des Moines","IA","UNITED STATES","Female","Business Analytics",NA,NA,"Psychology",NA,NA,"Leadership Studies",NA,NA
"Aug",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,3,NA,NA,NA,"CHINA","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"Dec",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2018,3,NA,NA,NA,"CHINA","Female","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics","Accounting","Finance","Spanish",NA,NA,"Entrepreneurial Management","International Business","Risk Management and Insurance"
"May",2018,3,"Law School","Iowa City","IA","UNITED STATES","Male","Information Systems",NA,NA,"Spanish",NA,NA,NA,NA,NA
"May",2018,3,"M.S. Commerce, Business Analytics, Big Data, Business Information Systems",NA,NA,"CHINA","Female","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Female","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,"Executive MBA Program Coordinator",NA,NA,"CHINA","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,"Business Analyst",NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Male","Psychology","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"CHINA","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2018,3,"Procurement Specialist","Cedar Rapids","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"CHINA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"CHINA","Male","Business Analytics","Accounting","Finance","Computer Science",NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"CHINA","Male","Business Analytics","Accounting",NA,NA,NA,NA,NA,NA,NA
"May",2018,3,NA,NA,NA,"UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"UNITED STATES","Female","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"SOUTH KOREA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"UNITED STATES","Male","Marketing (Marketing Analytics)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Aug",2019,0,NA,NA,NA,"CHINA","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,"Mathematics",NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"SOUTH KOREA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"MALAYSIA","Female","Business Analytics","Computer Science and Engineering","Mathematics",NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"UNITED STATES","Female","Business Analytics","Management (Human Resource Management)",NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"CHINA","Male","Mathematics (Program C)","Information Systems",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,"Political Science","Economics",NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"CHINA","Female","Theatre Arts","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"CHINA","Female","Business Analytics","Accounting",NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,"Asian Languages and Literature (Japanese)",NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"CHINA","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"CHINA","Female","Business Analytics",NA,NA,"Computer Science",NA,"Large Data Analysis",NA,NA,NA
"May",2019,0,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"UNITED STATES","Female","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,"Statistics",NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,0,NA,NA,NA,"CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,0,NA,NA,NA,"UNITED STATES","Male","Marketing (Marketing Analytics)","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Academic Program Management and Services Associate","Iowa City","IA","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Administrative Project Assistant","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"AI Engineer","Cedar Rapids","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Analyst - Mutual Fund Operations","Chicago","IL","UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Application Analyst","Oskaloosa","IA","UNITED STATES","Female","Information Systems","Finance",NA,"French",NA,NA,NA,NA,NA
"May",2019,1,"Assembly Operator","Iowa City","IA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Associate Consultant","Austin","TX","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Associate Financial Analyst","Chicago","IL","UNITED STATES","Female","Business Analytics",NA,NA,"Sport and Recreation Management",NA,NA,NA,NA,NA
"May",2019,1,"Audit Associate","Des Moines","IA","UNITED STATES","Male","Accounting","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Business Analyst","Kansas City","MO","UNITED STATES","Male","Business Analytics","Finance",NA,"International Relations",NA,NA,NA,NA,NA
"May",2019,1,"Business Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Business Analyst","Iowa City","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Business Analyst Consultant","Chicago","IL","UNITED STATES","Male","Business Analytics","Marketing (Marketing Analytics)",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Business Analyst Consultant","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Business Development and Data Associate","Chicago","IL","UNITED STATES","Female","Management (Human Resource Management)","Business Analytics","Spanish",NA,NA,NA,NA,NA,NA
"May",2019,1,"Business Intelligence Analyst I","Des Moines","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Business Intelligence Consulting","Chicago","IL","UNITED STATES","Female","Economics (Business)","Business Analytics","Dance",NA,NA,"International Business",NA,NA,NA
"May",2019,1,"Business Intelligence Consulting Associate","Des Moines","IA","UNITED STATES","Male","Business Analytics","Accounting",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Business Intelligence Consulting Associate","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Business Intelligence Consulting Associate",NA,NA,"UNITED STATES","Male","Business Analytics","Marketing (Marketing Management)",NA,"Entrepreneurial Management",NA,NA,NA,NA,NA
"May",2019,1,"Business Intelligence Consulting Associate","Chicago","IL","UNITED STATES","Female","Marketing (Marketing Management)","Business Analytics",NA,NA,NA,"International Business",NA,NA,NA
"May",2019,1,"Business Technology Analyst","Chicago","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Cloud Applications Consultant","Austin","TX","UNITED STATES","Male","Business Analytics",NA,NA,"Sport and Recreation Management",NA,NA,NA,NA,NA
"May",2019,1,"Cloud Solutions Engineer","Burlington","MA","UNITED STATES","Male","Political Science","Information Systems",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Cloud Solutions Engineer","Boston","MA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Cloud Solutions Engineer","Boston","MA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Consumer Data Analyst","Denver","CO","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Data Analyst","Dubuque","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Data Analyst","Kansas City","MO","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Aug",2019,1,"Data Analyst","Urbandale","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Data Analytics and Data Engineering Associate","Dallas","TX","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Data Management Clerk","Le Mars","IA","UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Data Operations Associate","Lake Zurich","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Data Sourcing Analyst","Cedar Rapids","IA","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Data Specialist","Chandler","AZ","CHINA","Female","Business Analytics",NA,NA,"Computer Science",NA,NA,NA,NA,NA
"May",2019,1,"Director of Sales, North America",NA,"Shanghai City, China","CHINA","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"E-Commerce Marketing Analyst","Milwaukee","WI","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Editorial Business Assistant","Milwaukee","WI","UNITED STATES","Female","Business Analytics",NA,NA,"Sport and Recreation Management",NA,NA,NA,NA,NA
"May",2019,1,"Exhibition Design Assistant","West Covina","CA","CHINA","Female","Business Analytics","Art (Three-Dimensional Design)",NA,NA,NA,NA,NA,NA,NA
"Aug",2019,1,"Financial Analyst","Chicago","IL","CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Financial Analyst Commercial Bank","Minneapolis","MN","UNITED STATES","Male","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"FSO Risk Advisory","Des Moines","IA","UNITED STATES","Male","Finance","Business Analytics","Sport and Recreation Management",NA,NA,NA,NA,NA,NA
"May",2019,1,"FSO Technology Risk Advisory Staff","Des Moines","IA","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Aug",2019,1,"graduate student","Madison","WI","CHINA","Male","Business Analytics","Accounting",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"graduate student","Boston","MA","CHINA","Female","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"Aug",2019,1,"Application Developer","Iowa City","IA","UNITED STATES","Male","Management (Leadership and Management)","Information Systems",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"Implementation Associate","Chicago","IL","UNITED STATES","Male","Marketing (Marketing Analytics)","Information Systems",NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,"Incoming Business Applications Consultant","Minneapolis","MN","UNITED STATES","Female","Information Systems","Management (Human Resource Management)","Leadership Studies",NA,NA,NA,NA,NA,NA
"May",2019,1,"Internal Auditor","Iowa City","IA","UNITED STATES","Male","Information Systems",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"International Tax Consultant","Chicago","IL","UNITED STATES","Male","Information Systems","Accounting",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"IT Business Analyst","Berwyn","IL","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"IT Risk Advisory","Milwaukee","WI","UNITED STATES","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"Dec",2019,1,NA,NA,NA,"CHINA","Male","Information Systems",NA,NA,"Arabic Language",NA,NA,NA,NA,NA
"May",2019,1,"Loan Servicing Specialist III","Des Moines","IA","UNITED STATES","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MBA","Stillwater","OK","UNITED STATES","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Accounting","Ann Arbor","MI","CHINA","Female","Information Systems","Accounting","Art",NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Applied Analytics","New York","NY","UNITED STATES","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Business Analytics","Iowa City","IA","UNITED STATES","Male","Finance","Business Analytics",NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Business Analytics","Iowa City","IA","UNITED STATES","Male","Business Analytics",NA,NA,"Sport and Recreation Management",NA,NA,NA,NA,NA
"May",2019,1,"MS, Business Analytics","St. Louis","MO","CHINA","Male","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Business Analytics","Dallas","TX","CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Data Analytics Engineering","Boston","MA","CHINA","Female","Business Analytics",NA,NA,NA,NA,NA,NA,NA,NA
"May",2019,1,"MS, Finance","Iowa City","IA","TAIWAN","Female","Business Analytics","Finance",NA,NA,NA,NA,NA,NA,NA
